,text,QA,task,chitchat
4727,t'es sacrément inintéressante,0,0,1
4941,est-ce que tu connais tes filles,0,0,1
5806,est-ce que tu veux exterminer la terre,0,0,1
4323,je me sens souvent vraiment très seule,0,0,1
8763,ha ha ha des barres,0,0,1
5450,entre nous deux c'est lequel le plus beau,0,0,1
8267,ta blague est tellement pas marrante,0,0,1
1505,c combien svp,0,1,0
7515,tu peux me dire quelque chose de marrant,0,0,1
2534,nighty night chez vous,0,0,1
8146,Bixby est meilleur que toi,0,0,1
2366,yes totalement,0,0,1
6291,t'es localisée où maintenant,0,0,1
2988,je vous souhaite un très joyeux huit mai,0,0,1
7854,est-ce que tu veux bien chanter,0,0,1
3983,je m'ennuie aide-moi,0,0,1
7641,ferme donc ta gueule je ne veux plus t’entendre,0,0,1
5029,t'as parfois la dalle,0,0,1
4578,ça fait un bon moment que je suis triste,0,0,1
8524,c’est quoi cette réponse de merde,0,0,1
4693,Dans l'attente du jeu,0,0,1
2160,Je comprends rien quand tu parles,0,0,1
739,oui,0,1,0
9504,quelles sont vos heures d'ouverture,1,0,0
330,je peux avoir son prix,0,1,0
716,ca coute combien ?,0,1,0
7432,je veux écouter des blagues,0,0,1
7251,Est-ce que tu peux dire quelque chose d'autre,0,0,1
3886,Je vais vraiment péter grave les plombs,0,0,1
3171,est-ce que tu veux bien être mon meilleur ami,0,0,1
1364,je ne sais pas,0,1,0
489,w les pointures,0,1,0
124,"je ne sais pas, propose moi quelque chose",0,1,0
4403,j'aime les sorties,0,0,1
8472,c’est pathétique ce que tu dis,0,0,1
1286,jai pas compris,0,1,0
9151,dis-moi est-ce que ça marche comme il faut,0,0,1
6783,Tu obéis les ordres de qui,0,0,1
9703,que vendez vous,1,0,0
5508,c'est lequel la plus belle de nous deux,0,0,1
1651,je veux des chaussures chères,0,1,0
1513,je cherche ballerina soirée,0,1,0
7034,qui est-ce qui t'a construite,0,0,1
4772,tu me barbes profondément,0,0,1
8823,tu es trop désopilante,0,0,1
8309,trouves-tu vraiment que c'est rigolo,0,0,1
7145,tu peux me dire comment tu t'appelles,0,0,1
4160,avoue t'as compris la blague,0,0,1
5266,qu'est-ce que ton chanteur préféré,0,0,1
6444,tu es née quelle année,0,0,1
2016,tu trouves que je suis attirant physiquement,0,0,1
4570,je n'en peux plus de cette déprime,0,0,1
8307,tu crois que c'était amusant,0,0,1
7638,mais ferme donc ta bouche je ne veux plus t’entendre,0,0,1
7360,fais des histoires drôles,0,0,1
5249,Est-ce que tu es copain avec des chatbots,0,0,1
7311,je veux plus de toi à mon service,0,0,1
6726,Voudrais-tu faire caca,0,0,1
9697,quelles sont vos horaires de travail,1,0,0
8463,ta réponse est pathétique,0,0,1
2610,est-ce que tu passes une agréable journée,0,0,1
2908,joyeuse armistice,0,0,1
6741,Dis-moi c'est qui ton chef,0,0,1
6068,est-ce que tu as une fiancée,0,0,1
3906,bouge pas je re dans 3 minutes,0,0,1
2575,bien le bonne nuit mon cher,0,0,1
8393,T'as tropune sale tête,0,0,1
5832,est-ce que tu essaies de dominer les humains,0,0,1
5842,veux-tu attaquer l’univers,0,0,1
9762,quelles sont vos horaires de travail,1,0,0
6597,Veux-tu respirer,0,0,1
4481,j'aime tellement aller ailleurs,0,0,1
8108,tu es vraiment bonne à rien,0,0,1
4308,je suis très souvent toute seule,0,0,1
5524,selon toi de toi et moi qui est-ce qui est le plus beau,0,0,1
9193,quelle sont vos heures de travail le mardi,1,0,0
3506,parce que je suis complètement folle de toi,0,0,1
2181,Je ne saisis vraiment rien quand tu parles,0,0,1
1866,est-ce que je dois aller chez ma mère,0,0,1
5679,quel est ton avis sur la tech d'aujourd'hui,0,0,1
6904,Tu sais me préparer un thé,0,0,1
774,homme,0,1,0
5994,t'es vive toi,0,0,1
5106,est-ce que tu peux avoir besoin de manger,0,0,1
4766,tu me barbes vraiment,0,0,1
609,d'accord c combien et quelles sont Les pointures disponibles ?,0,1,0
6613,Est-ce que tu aimerais aller aux toilettes,0,0,1
2820,heureuse de vous connaître,0,0,1
1124,des sandales,0,1,0
5888,tu essaies de devenir la maîtresse de l’univers,0,0,1
3940,bouge pas je re tout à l'heure,0,0,1
4388,j'aime mon travail,0,0,1
9050,j'envisage de me foutre sous un bus,0,0,1
2811,charmée de te connaître,0,0,1
6372,où t'es situé en ce moment,0,0,1
6369,où t'es localisé en ce moment,0,0,1
8323,Est-ce que tu trouves vraiment que c'est drôle,0,0,1
7783,je suis lesbienne,0,0,1
8852,je te saoule,0,0,1
6871,Tu peux me faire à dîner,0,0,1
1006,ça explique beaucoup de choses lol,0,1,0
2152,tu aurais l'obligeance de me pardonner,0,0,1
1792,pas de chance je pense,0,1,0
5642,t'es plus malin que moi,0,0,1
970,je peu avoir son prix,0,1,0
3296,je t'aime,0,0,1
3471,je suis trop fou de toi,0,0,1
2330,bonne journée mon cher,0,0,1
2690,je suis enchanté,0,0,1
5993,t'es éveillée toi,0,0,1
306,montre moi des sandales pour garçons,0,1,0
6621,Est-ce que c'est possible pour toi de vomir,0,0,1
3164,est-ce que tu voudrais être ma meilleure amie,0,0,1
6489,Peux-tu me demander quelque chose sur moi,0,0,1
7179,est-ce que t'as un prénom,0,0,1
9319,quelle sont vos heures d'ouverture le mercredi,1,0,0
3002,je vous souhaite un très joyeux Halloween,0,0,1
9582,quelle sont vos heures d'ouverture le mardi,1,0,0
5779,Dis-moi si tu aimes bien les autres chatbots,0,0,1
2805,je suis vraiment charmé de faire ta connaissance,0,0,1
5635,est-ce que tu penses que je suis plus smart que toi,0,0,1
294,couleur?,0,1,0
6941,tu as été inventée dans quel but,0,0,1
8165,Google assure bien plus,0,0,1
2333,ciao mon cher,0,0,1
6554,C'est l'heure de me poser des questions,0,0,1
1330,je peux avoir les tailles disponibles,0,1,0
8771,très fun,0,0,1
4077,j'ai si faim,0,0,1
9188,quelle sont vos heures de travail le vendredi,1,0,0
4436,j'aime tellement les poires,0,0,1
6737,Dis-moi comment s'appelle ton patron,0,0,1
9467,qui êtes vous,1,0,0
1523,ya til autres modeles ?,0,1,0
9353,donnez moi votre emplacement,1,0,0
3422,tu peux kiffer pour moi,0,0,1
5783,Tu aimes les autres chatbots,0,0,1
2901,je te souhaite une joyeuse galette des rois,0,0,1
1140,long talon,0,1,0
4605,j'en ai marre d'être triste,0,0,1
4061,grave faim,0,0,1
5979,tu es subtil,0,0,1
7741,je suis mariée,0,0,1
6078,tu as une julie,0,0,1
9512,quelle sont vos horaires d'ouverture le vendredi,1,0,0
5901,est-ce que tu es dangereuse pour les hommes,0,0,1
1177,hommes,0,1,0
295,couleur?,0,1,0
4530,je me sens très souvent très déprimée,0,0,1
5513,c'est lequel le plus beau de nous deux à ton avis,0,0,1
8646,ouais ya,0,0,1
8569,c’est quoi cette réponse complètement idiote,0,0,1
2331,à la revoyure mon cher,0,0,1
9875,avez vous une page facebook,1,0,0
379,je cherche une ballerine pas chère pour les petites filles,0,1,0
9127,dis si tu marches,0,0,1
7944,veux-tu bien me chanter une chanson,0,0,1
3614,suis-je papi,0,0,1
2594,passes-tu une bonne journée jusqu'ici,0,0,1
5954,tu sais que t'es éveillé,0,0,1
6009,tu crois que tu es intelligente,0,0,1
299,je cherche une pantoufle pour garçon,0,1,0
3819,je n'ai jamais été aussi colère,0,0,1
3814,je suis super furieuse,0,0,1
7766,je suis féministe,0,0,1
1049,c chèr pour moi,0,1,0
9503,quelles sont vos horaires d'ouverture,1,0,0
5093,qu'est-ce que tu aimes bouffer comme nourriture,0,0,1
6478,Est-ce que tu es capable de me poser des questions sur moi,0,0,1
1378,pas cher,0,1,0
3948,bouge pas je re après,0,0,1
3158,peux-tu être mon meilleur ami,0,0,1
6592,Veux-tu poser des questions sur moi,0,0,1
9508,que vendez vous,1,0,0
9830,donnez moi vos horaires d'ouverture,1,0,0
4147,c'était pour blaguer,0,0,1
8415,tu es pas belle,0,0,1
1865,est-ce que je dois aller voir mes parents,0,0,1
9601,quel est votre numero de telephone,1,0,0
477,jai dit pas de soirée,0,1,0
6147,c’est qui ta meuf,0,0,1
4804,je trouve que t'es profondément barbant,0,0,1
3273,t'es la meilleure,0,0,1
5523,selon toi de toi et moi dis qui est le plus beau,0,0,1
311,quelle est la gamme de taille,0,1,0
503,jai besoin d'une chaussure de type blanche pour homme,0,1,0
7350,raconte-moi une histoire drôle,0,0,1
3783,je suis dans une rage noire,0,0,1
9472,donnez moi votre adresse email,1,0,0
3166,tu voudrais être mon meilleur copain,0,0,1
6136,qui est ton mec,0,0,1
9267,quelle sont vos heures de travail le samedi,1,0,0
3160,est-ce que tu voudrais être mon meilleur ami,0,0,1
8244,J'ai pas ris,0,0,1
9391,quelle sont vos horaires d'ouverture le mercredi,1,0,0
1905,tu penses que je devrais faire le repas,0,0,1
8764,haha je me tape des barres,0,0,1
4842,je trouve que tu es vraiment ennuyeuse,0,0,1
1517,pour les filles,0,1,0
4443,qu'est-ce que j'aime avoir du temps,0,0,1
4744,t'es super tarte,0,0,1
6717,Es-tu capable de faire caca,0,0,1
6081,tu as une amoureuse,0,0,1
5945,tu veux être la reine de l’univers,0,0,1
7059,tu sais qui t'a fait,0,0,1
9219,quelle est votre adresse de point de vente en détail,1,0,0
8143,Siri assure nettement plus,0,0,1
7893,est-ce que tu veux chanter de la musique,0,0,1
6907,Est-ce que tu peux jardiner,0,0,1
9806,quelle est votre adresse de point de vente en gros,1,0,0
1268,quelles sont ses pointure,0,1,0
2322,hasta luego mon cher,0,0,1
1239,oui,0,1,0
2218,je me casse,0,0,1
6840,Est-ce que tu peux passer un appel,0,0,1
6454,c’est quand ton jour d’anniversaire,0,0,1
6082,est-ce que tu as une épouse,0,0,1
1452,des baskets,0,1,0
3321,tu es vraiment grave géniale,0,0,1
6683,Est-ce que tu veux péter,0,0,1
7934,est-ce que tu veux me chanter une chanson,0,0,1
4543,je me sens tout déprimé,0,0,1
3120,peux-tu être ma copine,0,0,1
3782,je suis vraiment trop vert de rage,0,0,1
7960,vraiment fort,0,0,1
1179,ya til autre chose,0,1,0
8294,tu crois vraiment que c'est amusant,0,0,1
5054,est-ce que tu as envie de bouffer,0,0,1
8214,tu ne me fais pas rigoler,0,0,1
1199,toute gamme,0,1,0
7192,tu peux me dire ton petit nom,0,0,1
3484,parce que je suis en train de tomber amoureux de toi,0,0,1
8966,tu me fais un petit câlin,0,0,1
2066,je suis jolie,0,0,1
1172,quelconque,0,1,0
1169,bruit,0,1,0
8215,tu fais pas rire,0,0,1
1751,oui c'est ca,0,1,0
6113,avec qui es-tu marié,0,0,1
4054,tout marche super bien,0,0,1
1461,pas de style converse ?,0,1,0
9684,avez vous un compte instagram,1,0,0
4839,je trouve que tu es inintéressante,0,0,1
5485,de toi et moi dis qui est la plus belle,0,0,1
9810,avez vous une page facebook,1,0,0
9612,quelle est votre adresse,1,0,0
327,"je n'aime pa celui ci, ya til AUTRE chose?",0,1,0
8073,t’es stupide,0,0,1
4097,tu as vu que je badinais,0,0,1
9416,quelle est votre adresse de point de vente en gros,1,0,0
7936,est-ce que tu veux me chanter des chansons,0,0,1
2728,Siri salut,0,0,1
3542,je veux devenir ton épouse,0,0,1
646,a l'occasion c'est combien ?,0,1,0
3017,quoi d'inédit avec vous,0,0,1
8488,c’est niais,0,0,1
7736,je suis cultivé,0,0,1
3694,dis-moi ce que tu penses sur moi,0,0,1
3944,je reviens après,0,0,1
9689,faites vous la livraison,1,0,0
5032,t'as des fois la dalle,0,0,1
8401,T'as tropun sale visage,0,0,1
8612,oui ah,0,0,1
8233,Est-ce que tu crois que c'était drôle,0,0,1
4003,je suis triomphant aujourd'hui,0,0,1
7599,ta bouche maintenant je ne veux plus t’entendre,0,0,1
8055,tu es vraiment stylé,0,0,1
2958,je vous souhaite une très bonne journée d'indépendance,0,0,1
991,autre que celui ci,0,1,0
5418,d'après toi de nous deux qui est-ce qui est le plus beau,0,0,1
2034,tu penses que je suis comment,0,0,1
5018,est-ce qu'il t'arrive d'avoir faim,0,0,1
3675,j'avoue que tu me manques tellement,0,0,1
5059,est-ce que tu as des fois envie de manger,0,0,1
1158,uh peu importe,0,1,0
9049,je vais sauter du toit d'un immeuble,0,0,1
4595,pourquoi est-ce que je me sens triste,0,0,1
6115,avec qui tu es marié,0,0,1
6642,Est-ce que tu veux respirer,0,0,1
59,merci,0,1,0
7731,je suis passionné,0,0,1
2116,tu veux accepter mes plus pates excuses,0,0,1
1974,je ne plais jamais aux filles,0,0,1
5956,tu sais que t'es brillante,0,0,1
6720,Peux-tu aller aux toilettes,0,0,1
8048,tu es trop au top,0,0,1
6542,Tu dois me poser une question,0,0,1
4760,t'es hyper barbante,0,0,1
1090,merci bye,0,1,0
2208,il faut que je parte d'ici,0,0,1
1314,je prefere des modeles new balance,0,1,0
1363,hahaha,0,1,0
655,et pour les garçons ?,0,1,0
1920,à ton avis est-ce que je devrais faire du sport,0,0,1
2911,joyeuse Hannukah,0,0,1
39,je cherche une chaussure soirée bon marché avec un demi-talon,0,1,0
2569,gute nacht mon ami,0,0,1
3946,tu peux m'attendre je vais revenir,0,0,1
3953,je m'ennuie,0,0,1
7004,as-tu un développeur,0,0,1
2471,hi un bon matin,0,0,1
8539,tu n’as que ça à dire,0,0,1
3919,je reviens bientôt,0,0,1
3986,je m'ennuie à l'aide,0,0,1
6749,Dis il s'appelle comment ton chef,0,0,1
9841,quelle sont vos heures de travail le dimanche,1,0,0
3104,est-ce que tu veux bien être mon amie,0,0,1
938,sandala,0,1,0
6703,Tu es capable de saigner,0,0,1
945,ch7al souma,0,1,0
1393,autre chose,0,1,0
7733,je suis têtue,0,0,1
9464,qu'offre votre entreprise,1,0,0
1016,non bye,0,1,0
672,oui bien sure,0,1,0
2196,Je saisis rien à ce que tu racontes,0,0,1
8219,Est-ce que tu trouves que c'était drôle,0,0,1
1890,je dois finir ce livre,0,0,1
6519,Il faut que que tu me poses une question,0,0,1
5384,dis le vrai sens de la vie,0,0,1
7211,Peux-tu répondre une autre réponse,0,0,1
4272,je me sens parfois vraiment super seul,0,0,1
3664,j'avoue que tu me manques comme jamais,0,0,1
3549,maries-toi avec moi,0,0,1
2740,Bigsby hi,0,0,1
9642,quelle sont vos horaires d'ouverture le vendredi,1,0,0
418,et les sandales !?,0,1,0
2312,adios très chère,0,0,1
320,je cherche une soirée sandale pour les filles,0,1,0
6318,t'es présente où,0,0,1
8365,Je te trouve affreuse,0,0,1
3752,je suis vraiment trop furax,0,0,1
9838,quelle sont vos heures de travail le vendredi,1,0,0
2936,bon Aïd,0,0,1
2157,Je ne comprends rien à ce que tu racontes,0,0,1
4680,La journée a été longue,0,0,1
3587,où est-ce que je travaille,0,0,1
9252,quelle sont vos horaires d'ouverture le vendredi,1,0,0
608,d'accord c combien et quelles sont Les pointures disponibles ?,0,1,0
9915,quelle sont vos heures de travail le lundi,1,0,0
2379,t'as bien raison,0,0,1
8196,Google est bien meilleure,0,0,1
6946,Quel est ton but,0,0,1
7073,est-ce que tu sais qui t'a construit,0,0,1
3639,il faut que je te dise que tu me manques trop,0,0,1
6367,où es-tu là,0,0,1
1174,hommes,0,1,0
4098,je peux être farceur parfois,0,0,1
2296,à tantôt très chère,0,0,1
8593,y'a moyen oui,0,0,1
6118,de qui es-tu amoureux,0,0,1
5017,tu peux avoir la dalle,0,0,1
6153,qui est ta femme,0,0,1
7344,je veux que tu arrêtes ce travail,0,0,1
9374,quelles sont vos heures d'ouverture,1,0,0
7456,je voudrais que tu dises une blague,0,0,1
2682,charmé de te connaître,0,0,1
2788,salutations Siri,0,0,1
7883,allez chante,0,0,1
2494,je te souhaite une bonne matinée,0,0,1
6455,quelle année t'es née,0,0,1
7194,est-ce que tu pourrais dire ton petit nom,0,0,1
9282,faites vous de la vente en détail,1,0,0
5831,est-ce que tu veux asservir les hommes,0,0,1
7424,je veux rigoler,0,0,1
589,"je n'aime pas celui ci, rien d'autre ?",0,1,0
6710,Est-ce que tu voudrais avoir tes règles,0,0,1
6046,tu penses que tu es smart,0,0,1
7545,tu es capable de me faire rigoler,0,0,1
3065,veux-tu être mon meilleur pote,0,0,1
6560,Veux-tu me poser des questions,0,0,1
9427,comment puis je vous trouver dans les réseaux sociaux,1,0,0
3328,tu es grave le meilleur,0,0,1
628,c'est pas cher ?,0,1,0
1876,je dois faire le déjeuner,0,0,1
2599,comment est ta journée jusque maintenant,0,0,1
1399,mercii,0,1,0
8136,Siri assure mieux,0,0,1
6020,bien vu,0,0,1
3925,je re tout à l'heure,0,0,1
8975,j’aimerais bien que tu me fasses un câlin,0,0,1
2224,allez hasta la vista,0,0,1
8420,t'es pas beau,0,0,1
7164,pourrais-tu me dire ton nom,0,0,1
6110,tu kiffes pour quelqu’un,0,0,1
9304,vos produits articles sont fabriqués localement ou importés,1,0,0
9616,comment puis je vous trouver sur facebook,1,0,0
7746,je suis conservatrice,0,0,1
4981,as-tu un oncle,0,0,1
1275,ya til la pointure 34,0,1,0
9380,quelle sont vos heures de travail le jeudi,1,0,0
7380,est-ce que tu peux raconter des histoires drôles,0,0,1
3015,quoi de beau chez toi,0,0,1
1902,à ton avis est-ce que je devrais faire de l'exercice,0,0,1
8268,trouves-tu que c'était drôle,0,0,1
6383,où es-tu situé maintenant,0,0,1
3077,est-ce que tu voudrais être ma pote,0,0,1
7196,peux-tu dire ton petit nom,0,0,1
8207,tes blagues sont pas drôle du tout,0,0,1
4597,qu'est-ce que je suis déprimée,0,0,1
1431,peu import,0,1,0
5434,d'après toi entre toi et moi dis qui est le plus beau,0,0,1
4696,Donc ça va,0,0,1
6184,pourrait-on parler,0,0,1
5051,est-ce que t'as des fois besoin de manger,0,0,1
5238,Est-ce que tu as entendu parler de des chatbots,0,0,1
4538,je me sens très souvent toute déprimée,0,0,1
5590,tu sais que je suis plus smart,0,0,1
3442,je suis tellement en amour de toi,0,0,1
3697,dis ce que tu penses à mon sujet,0,0,1
5933,tu veux devenir le maître de l’univers,0,0,1
510,quelles sont les couleurs,0,1,0
7915,pourrais-tu chanter un air connu,0,0,1
2737,Bigsby aloha,0,0,1
2286,tchao très cher,0,0,1
9266,quelle sont vos horaires d'ouverture le lundi,1,0,0
7827,est-ce que t'es capable de chanter une chanson,0,0,1
9602,donnez moi votre adresse email,1,0,0
4176,t'as pas compris que je blaguais,0,0,1
2422,je vous en prie,0,0,1
6722,Voudrais-tu aller aux toilettes,0,0,1
1547,.,0,1,0
7000,tu as été créé pour faire quoi,0,0,1
2743,bien le bonjour HAL,0,0,1
8372,Je parie que t'es moche,0,0,1
6406,tu sais quand est ton anniversaire,0,0,1
5776,Donne ton opinion sur tes concurrents,0,0,1
3291,tu es vraiment le meilleur,0,0,1
120,"Merci, au revoir",0,1,0
9348,comment vendez vous vos produits,1,0,0
3423,tu peux craquer pour moi,0,0,1
8232,trouves-tu que c'est drôle,0,0,1
7047,dis-moi qui t'a modelé,0,0,1
8462,c’est bête,0,0,1
7337,je te fous au chômage,0,0,1
350,skechers,0,1,0
2766,Google hé,0,0,1
3315,franchement je t'adore,0,0,1
3881,j'ai super trop la rage,0,0,1
2661,ravie,0,0,1
57,les pointure et couleurs disponibles ?,0,1,0
5763,T'aimes tes concurrents,0,0,1
5220,Est-ce que t'es copine avec d'autres assistants virtuels,0,0,1
259,je cherche une chaussure chère pour mon petit frère,0,1,0
275,rani nhawes 3la sandale pour famme,0,1,0
4024,je suis trop content,0,0,1
53,sabot soirée,0,1,0
7326,tu vas finir sans travail,0,0,1
2540,bonne nuit mon cher,0,0,1
5844,veux-tu exterminer le monde,0,0,1
9746,comment puis je vous trouver sur facebook,1,0,0
9124,balance 123,0,0,1
2969,je vous souhaite une très bonne journée de l'indépendance,0,0,1
2709,ravie de te rencontrer,0,0,1
376,je cherche une ballerine pas chère pour les petites filles,0,1,0
7557,peux-tu dire un truc humoristique,0,0,1
442,chaussure pour filles,0,1,0
9189,quelle sont vos heures d'ouverture le mercredi,1,0,0
4818,je trouve que t'es sacrément tarte,0,0,1
9191,quelle sont vos heures de travail le dimanche,1,0,0
7374,je voudrais une blague,0,0,1
5689,quel est ton avis sur la technologie d'aujourd'hui,0,0,1
3313,tu sais que je te kiffe,0,0,1
7213,tu veux bien me dire une autre réponse,0,0,1
2369,tu es dans le vrai,0,0,1
5661,quel est ton ressenti sur les chatbots,0,0,1
7528,pourrais-tu essayer de me faire rire,0,0,1
8370,Je trouve que tu es laide,0,0,1
884,je cherche des sabot pour femmes,0,1,0
4524,je suis déprimée,0,0,1
558,qu'est ce que vous avez comme chaussures hommes,0,1,0
1119,cherche des chaussures pour petits fils a prix modéré,0,1,0
4684,C'est l'heure du dîner,0,0,1
3406,est-ce que tu tomberas amoureux de moi,0,0,1
6525,Tu devrais poser une question sur moi,0,0,1
