,text,classes
21878,"Je voulais vraiment que mon paquet vienne dans le mail today, donc je suis resté à la fenêtre pour voir si elle arriverait.",empathetic
18193,"Je me sentais si dévastée chaque fois qu'il était temps de dire au revoir à n'importe quel de nos chiens. J'ai été reconnaissant pour leur temps avec nous, mais si triste quand il est temps pour eux d'aller.",empathetic
24154,nighty night chez vous,chitchat
13790,J'aime vraiment le nouveau stade que mon école a construit.,empathetic
7211,J'ai vu une vidéo de la maltraitance d'enfants aujourd'hui et ça m'a rappelé la violence que quelqu'un que je connais a traversé comme un enfant. Cela m'a fait me sentir plus compatissant avec eux.. comme je vois comment cela pourrait vous déformer en tant qu'adulte.,empathetic
29497,tu parles avec d'autres assistants virtuels,chitchat
14471,"J'ai perdu mon alliance, je suis si triste.",empathetic
22206,"Mes chiens attaquent mes pauvres canards, je ne sais pas quoi faire.",empathetic
24586,Assistant Google bien le bonjour,chitchat
33621,Je veux des nouvelles réponses,chitchat
22262,"Une fois, j'ai piqué mon pantalon quand j'essayais de péter.",empathetic
11737,Je pensais à mon bal de lycée et j'ai vraiment manqué ces jours-là. J'étais tellement cool à l'époque.,empathetic
2866,"Quand je suis retourné au travail, je me sentais très mal à l'idée d'emmener mon bébé à la garderie. J'avais tellement peur qu'il lui arrive quelque chose, j'ai quitté mon travail après trois semaines de retour pour rester à la maison avec lui à temps plein",empathetic
6105,J'ai pêché ce week-end.,empathetic
21368,"Après avoir épousé ma première femme pendant 8 ans, j'ai découvert qu'elle avait une liaison dans mon dos. Ce n'était pas un très bon moment pour moi.",empathetic
33927,j'aimerais une blague maintenant,chitchat
30183,c'est qui le plus intelligent,chitchat
29071,est-ce qu'il t'arrive des fois de ressentir la faim,chitchat
36305,yes ah,chitchat
35279,t’es vraiment nulle,chitchat
8589,"J'ai une chance de faire un tour dans la nouvelle voiture de mon patron, il a acheté une corvette.",empathetic
15698,Je suis allé dans une maison hantée pour Halloween.,empathetic
26715,je suis super vénère,chitchat
13532,"Aujourd'hui était mon co-ouvrier préféré le jour dernier, elle va me manquer",empathetic
19221,"Quand j'ai traversé une de mes boîtes non emballées, j'ai trouvé quelques-uns des vieux vêtements de mon ex-petite amie qu'elle n'a jamais ramassé. J'ai vraiment manqué her, et j'ai commencé à penser à tous les bons moments que nous avons appréciés ensemble.",empathetic
12977,"J'étais avec mon ami l'autre jour et ils s'amusaient, ils ont dû me laisser toute seule.",empathetic
8731,Un de mes amis est entré dans un concours de tartes pour la première fois et je n'arrivais pas à croire à quel point il était bon!,empathetic
4301,"Au cours des 3-4 dernières années, je n'ai pas fait d'entraînement.",empathetic
4592,Il m'a fallu 3 heures pour tondre la pelouse.,empathetic
12284,Mon manager a emmené mon collègue pour un voyage de travail à New York. J'étais aussi supposé aller avec eux.,empathetic
18341,"Mon mari reçoit généralement un grand bonus chaque année dans le mois d'août ou de septembre. Ils ne sont pas garantis, mais ont été très réguliers depuis plusieurs années. Je souhaite que cette année sera la même!",empathetic
12552,Mon frère m'a donné une leçon de bière.,empathetic
25163,qu'est-ce que tu peux me raconter de neuf,chitchat
12409,J'ai hâte d'avoir un nouveau film lego. J'adore les regarder avec mes enfants.,empathetic
19830,J'ai eu un entretien vidéo.,empathetic
25370,j'peux être ta pote,chitchat
32010,quel jour t'es né,chitchat
15241,Je prie pour que j'ai bien réussi à mes examens.,empathetic
9140,J'ai hâte de voir si j'ai eu la promotion au travail.,empathetic
1597,Je n'ai pas bien réussi mon entretien d'embauche.,empathetic
7142,Je n'étais pas sûr quand il est venu à la Dmv. Je ne voulais pas aller là-bas,empathetic
34345,ferme donc ta bouche je ne veux plus t’entendre,chitchat
20217,"Avant de sentir que je ne le ferai pas dans life,, mais plus tard, je me suis sentie impatiente de mon avenir.",empathetic
23404,Je ne percute vraiment rien,chitchat
8704,J'avais un rendez-vous au tribunal pour contester un ticket de stationnement. J'avais ma vidéo de caméra de bord et les déclarations de témoins prêts à partir.,empathetic
13938,Je voyage depuis trois mois maintenant. Mes amis et ma famille me manquent vraiment maintenant.,empathetic
15780,J'ai perdu mon travail la semaine dernière.,empathetic
18326,"Quand ma sœur est décédée il y a plusieurs années, j'ai eu tellement de difficultés avec la perte. Je me sentais très séparée des autres dans la gestion de mon chagrin.",empathetic
21647,Le jour où nous avons enfin trouvé notre chiot pourri et que nous avons pu aller le chercher. C'était l'un des jours les plus joyeux de ma vie et je n'ai tout simplement pas pu attendre.,empathetic
20899,quelqu'un ma voiture dans un parking,empathetic
9373,J'entends toujours des bruits fous chez moi.,empathetic
31977,t'es née quel mois,chitchat
25348,t'es mon pote,chitchat
29789,tu peux me dire le but de la vie,chitchat
13918,Mon frère a reçu 2000 points sur son dernier test SAT. Je ne m'attendais pas du tout à ce qu'il le fasse.,empathetic
20369,"Un jour, j'ai vu une vidéo d'un grand-parent jouant avec mes petits-enfants et j'ai réalisé que je n'étais plus capable de faire beaucoup de ces choses.",empathetic
23697,hasta la vista baby maintenant,chitchat
21852,"Je me suis trompé un garde une fois pour un guide de visite, et quand il m'a bagarré brusquement, j'étais prêt à le combattre.",empathetic
17458,Mon unité de stockage a brûlé et j'ai perdu plusieurs minuteos qui ne peuvent pas être remplacés,empathetic
4335,Je mangeais aux Mcdonalds quand quelqu'un qui sentait très mauvais était assis derrière moi. L'odeur était si mauvaise que j'allais vomir.,empathetic
29008,est-ce que tu as une fille,chitchat
5390,Un enfant malade m'a vomi à l'école.,empathetic
33684,tu es remercié,chitchat
8898,Mon fils a 10 ans et il est très bon musicien.,empathetic
3866,Je dînais et je louais le Seigneur pour ça.,empathetic
12964,"J'ai passé 5 heures à faire un gâteau hier, quand j'ai fini ma femme l'a fait tomber!",empathetic
5019,Je ne peux pas attendre les nouveaux potes super fracassés pour le commutateur Nintendo,empathetic
32652,Tu obéis les ordres de qui,chitchat
32861,Tu sais jouer à la poupée,chitchat
4744,J'ai vu quelqu'un crier à un chiot aujourd'hui.,empathetic
17751,J'étais en chemin pour rentrer du travail et mon gfirleind m'a surpris avec un tas d'amis et de famille pour une fête.,empathetic
11476,Je ne veux pas vendre mon ancienne Cadillac.,empathetic
2076,On m'a contacté pour un nouveau travail cet après-midi.,empathetic
11633,Je n'ai personne à qui parler.,empathetic
27546,je suis souvent seul,chitchat
22672,Notre chiot sortit de sa laisse et courut vers la route occupée.,empathetic
21765,"J'ai récemment pris mes enfants camping. J'ai fait une liste de contrôle pour vérifier que nous n'oublierions aucune des choses dont nous avions besoin. J'ai suivi cette liste, et nous sommes arrivés avec tout ce dont nous avions besoin pour passer un bon moment.",empathetic
8536,Je regardais une émission de télévision où les gens mangeaient des cafards.,empathetic
11206,J'ai cassé le téléphone de ma femme. Je l'ai blâmé sur mon chien!!,empathetic
12090,J'ai hâte de manger mon sous-marin.,empathetic
29429,Est-ce que tu es amie avec Alexa,chitchat
1751,J'ai vu des bébés canards qui ont été dans le ruisseau derrière ma maison et jusqu'à présent ils sont tous encore en vie.,empathetic
18641,"Ma femme est sortie du pays pour l'école depuis un mois et demi. Elle revient dans quelques semaines, mais ça commence à être difficile d'être seule avec les chiens.",empathetic
8509,J'ai perdu une boucle d'oreille au travail... J'espère la trouver.,empathetic
7208,Je nourris les oiseaux qui viennent à ma maison tous les jours.,empathetic
4823,J'adore la nouvelle Tesla.,empathetic
4752,Mon mari veut qu'on déménage dans un autre État pour de meilleures possibilités d'emploi. Je ne sais juste pas que cela vaut la peine de recommencer et d'avoir aucune famille autour.,empathetic
29124,tu peux des fois sentir le besoin de manger,chitchat
25195,tu peux me raconter quoi de nouveau,chitchat
11671,"Mon chien a 16 ans, il commence à avoir des problèmes de santé.",empathetic
17284,regarder les vieux articles de bébé,empathetic
37092,j’ai envie de me balancer du balcon,chitchat
5779,im a surpris mon neveu vient de commencer jui jitsu,empathetic
26562,balance ton avis sur moi,chitchat
10520,J'ai été arrêté à une lumière et quand c'était à mon tour d'aller une voiture de l'autre direction a couru la lumière. Je voulais les poursuivre et leur donner un morceau de mon esprit.,empathetic
7234,Je n'ai pas passé une nuit seule depuis si longtemps. J'ai un peu peur.,empathetic
22408,Je me sens si vide sans qu'elle soit là.,empathetic
26988,bouge pas j'arrive après,chitchat
16844,"J'ai toujours été nostalgique, hier me semble toujours mieux qu'aujourd'hui.",empathetic
6301,"Je vais construire un PC de jeu, c'est ma première fois.",empathetic
7432,J'étais un peu envieux quand un collègue a obtenu une promotion sur moi.,empathetic
25398,est-ce que t'es ma pote,chitchat
4005,J'ai fini de payer ma voiture récemment. J'ai budgétisé mes dépenses pendant tant d'années mais maintenant c'est fini.,empathetic
8548,J'ai une coupe sur le fond de mon pied.,empathetic
30741,est-ce que tu veux nous asservir,chitchat
34526,je suis courageux,chitchat
11524,"Je suis allé à St. Augustine, où j'avais visité comme un enfant. Cela m'a fait penser à mon voyage en famille là-bas quand j'étais plus jeune.",empathetic
33590,Peux-tu dire quelque chose d'autre,chitchat
20268,Je vais à la danse et j'ai gagné le prix.,empathetic
19958,Quand un bébé oiseau était seul,empathetic
12171,Nous avons tout perdu dans notre sous-sol dans une inondation. Nous avons eu une pluie torrentielle toute la semaine..,empathetic
19861,Mon ordinateur s'est écrasé pendant que je travaillais sur un projet.,empathetic
5370,"Ma fille, qui n'est que 8, vient de poser son premier triple retour en gymnastique cette semaine. Je n'ai jamais été capable de faire quelque chose comme ça. C'était incroyable de regarder.",empathetic
5822,J'avais très peur quand ma mère est allée à l'hôpital et qu'elle allait être opérée.,empathetic
6380,J'ai hâte de me marier.,empathetic
28850,est-ce que tu connais ton fils,chitchat
5478,Je suis si heureuse d'avoir quitté mon travail.,empathetic
120,J'ai 29 ans aujourd'hui! C'est un grand jour depuis mon anniversaire,empathetic
998,J'ai fait un mauvais rêve la nuit dernière.,empathetic
33481,c'est lequel ton petit nom,chitchat
36413,oki yes,chitchat
12529,"J'ai accidentellement trébuché en marchant dans un restaurant pour diner, complètement gâché mon appétit.",empathetic
23666,goodbye très chère,chitchat
25716,franchement je t'adore,chitchat
30449,qu'est-ce que tu penses de la technologie aujourd'hui,chitchat
6504,Je suis sûr que je réussirai mon test de calc à venir,empathetic
26791,je n'ai vraiment jamais été aussi énervé,chitchat
17599,Je suis rentré de vacances et mon ami perdu dormait sur mon canapé. Nous pensions tous qu'il était mort dans une mousson en Thaïlande.,empathetic
34124,raconte quelque chose de rigolo,chitchat
14,"une fois quand j'étais à l'école maternelle, j'ai dû écrire sur le tableau. quand je me suis relevé, mon pantalon est tombé en face de la classe, qui m'a embrasé",empathetic
7746,Quand il faisait noir dans ma maison et que quelque chose faisait du bruit dans la cuisine,empathetic
16239,"Une fois j'ai vu un film d'horreur et j'avais peur. Mais quand la nuit est venue, c'était pire, je me souvenais du film et je ne pouvais pas le sortir de ma tête.",empathetic
1996,J'étais si triste quand ma mère est morte. Je ne m'attendais pas à ça.,empathetic
1816,La semaine dernière c'était mon anniversaire et je viens d'emménager dans une nouvelle ville. Deux de mes amis ont fait le voyage pour me voir et ne m'en ont pas parlé.,empathetic
11301,Je suis si prête à aller au Japon.,empathetic
24958,bon Aïd,chitchat
16096,Je suis allé manger avec un groupe d'amis. Tout le monde a eu leur commande sauf moi. Mettez-le encore et toujours après 40 minutes ne l'avaient pas eu.,empathetic
923,Mon internet est terrible. Il est toujours coupé.,empathetic
24192,gute nacht monsieur,chitchat
29541,Est-ce que tu connais Alexa,chitchat
22649,Je suis très heureux que mon entreprise de popsicle soit enfin florissante! J'y ai travaillé si dur pendant de nombreuses années.,empathetic
21644,"Je me suis fait passer pour une promotion à mon travail la semaine dernière, même si j'avais plus d'expérience que les autres personnes qui ont postulé.",empathetic
14036,Je suis venu à l'université et j'ai raté tous mes amis.,empathetic
